relative_path,quotation_number,qn_confidence,boq_status
SQ2502H027\PRICED OFFER-SQ2502H027-DALMIA KADAPA-RTD WITH THERMOWELL.txt,SQ2502H027,HIGH,FOUND
SQ2502H032\OFFER-SQ2502H032-UTCL APCW-SOV.txt,SQ2502H032,HIGH,FOUND
SQ2502H033\PRICED OFFER-SQ2502H033-RAMCO CEMENT-PUMP.txt,SQ2502H033,HIGH,FOUND
SQ2502H034\OFFER-SQ2502H034-ORIENT CEMENT-SPARES.txt,SQ2502H034,HIGH,FOUND
SQ2502H035\OFFER-SQ2502H035-BHARATHI CEMENT-SPARES.txt,SQ2502H035,HIGH,FOUND
SQ2502H037\OFFER-SQ2502H037-CHETTINAD CEMENT-TUBE ASSEMBLY.txt,SQ2502H037,HIGH,FOUND
SQ2502H038\OFFER-SQ2502H038-ZUARI-U23.txt,SQ2502H038,HIGH,FOUND
SQ2502H039\OFFER-SQ2502H039-VICAT SAGAR-RETRACTION ASSEMBLY.txt,SQ2502H039,HIGH,NOT_FOUND
SQ2502H042\PRICED OFFER-SQ2502H042-ZUARI YERRANGUNTLA-ACID FILTER ASSEMBLY.txt,SQ2502H042,HIGH,FOUND
SQ2502H043\PRICED OFFER-SQ2502H043R1-UTCL APCW-SPARES.txt,SQ2502H043R1,HIGH,FOUND
SQ2502H046\OFFER-SQ2502H046-CHETTINAD KALLUR-SPARES.txt,SQ2502H046,HIGH,FOUND
SQ2502N023\OFFER-SQ2502N023-JK CEMENT MANGROL-SPARES.txt,SQ2502N023,HIGH,FOUND
SQ2502N025\PRICED OFFER-SQ2502N025R1-WONDER CEMENT-SPARES.txt,SQ2502N025R1,HIGH,FOUND
SQ2502N027\OFFER-SQ2502N027-SHREE CEMENT-WDG1210.txt,SQ2502N027,HIGH,FOUND
SQ2502N028\OFFER-SQ2502N028-ACC GAGAL-SPARES.txt,SQ2502N028,HIGH,FOUND
SQ2502N029\OFFER-SQ2502N029-YARA FERTILISERS-RING HEATER.txt,SQ2502N029,HIGH,FOUND
SQ2502N030\OFFER-SQ2502N030-NPCIL-SPARES.txt,SQ2502N030,HIGH,NOT_FOUND
SQ2502N031R1\OFFER-SQ2502N031R1-UTCL ADITYA-U23.txt,SQ2502N031R1,HIGH,FOUND
SQ2502N032\OFFER-SQ2502N032-AMBUJA DARLAGHAT-TUBE ASSEMBLY.txt,SQ2502N032,HIGH,FOUND
SQ2502N033\PRICED OFFER-SQ2502N033-WONDER CEMENT-SOV.txt,SQ2502N033,HIGH,FOUND
SQ2502N034\PRICED OFFER-SQ2502N034-NTPC SIMHADRI-BHULER-9900294887.txt,SQ2502N034,HIGH,FOUND
SQ2502N035\OFFER-SQ2502N035-STAR CEMENT-SPARES.txt,SQ2502N035,HIGH,FOUND
SQ2502N037\PRICED OFFER-2SQ2502N037R2-WONDER CEMENT-ACID FILTER.txt,2SQ2502N037R2,HIGH,FOUND
SQ2502N038\PRICED OFFER-SQ2502N038-WONDER CEMENT-SPARES.txt,SQ2502N038,HIGH,FOUND
SQ2502N039\PRICED OFFER-SQ2502N039-UTCL ADITYA-CERAMIC FILTER.txt,SQ2502N039,HIGH,FOUND
SQ2502N040R2\PRICED OFFER-SQ2502N040-UTCL ADITYA-SPARES.txt,SQ2502N040,HIGH,FOUND
SQ2502N040R2\PRICED OFFER-SQ2502N040R1-UTCL ADITYA-NEOPRENE TUBE.txt,SQ2502N040R1,HIGH,FOUND
SQ2502N040R2\SCREENSHOTS.txt,,LOW,FOUND
SQ2502N041\OFFER-SQ2502N041-SHREE CEMENT BANGUR-ANALYSER SPARES.txt,SQ2502N041,HIGH,FOUND
SQ2502N042\OFFER-SQ2502N042-HMEL-SPARES.txt,EMAIL,HIGH,FOUND
SQ2502N043\OFFER-SQ2502N043-L&T-SPARES.txt,SQ2502N043,HIGH,NOT_FOUND
SQ2502N044\OFFER-SQ2502N044-AMBUJA DARLAGHAT-ACID FILTER ELEMENT.txt,SQ2502N044,HIGH,FOUND
SQ2502N045\OFFER-SQ2502N045-DOOSAN-FILTER.txt,SQ2502N045,HIGH,FOUND
SQ2502N046\OFFER-SQ2502N046-UTCL ADITYA-U23.txt,SQ2502N046,HIGH,FOUND
SQ2502N047\PRICED OFFER-SQ2502N047-WONDER CEMENT-GASKET.txt,SQ2502N047,HIGH,FOUND
SQ2502W015\OFFER-SQ2502W015-FOX-GA700.txt,SQ2502W015,HIGH,NOT_FOUND
SQ2502W017\SQ2502W017 Offer For GC Spares_ RIL JMD.txt,SQ2502W017,HIGH,FOUND
SQ2502W018\OFFER-SQ2502W018-LINDE-U6 REPAIR.txt,SQ2502W018,HIGH,NOT_FOUND
SQ2502W019\OFFER-SQ2502W019-PIWML-DATA CONNECTIVITY.txt,SQ2502W019,HIGH,FOUND
SQ2502X007\OFFER-SQ2502X007-JOHN COCKREIL-SPARES.txt,SQ2502X007,HIGH,FOUND
SQ2502X008\OFFER-SQ2502X008R1-CHAU INDUSTRIAL MATERIAL-FILTER PAPER.txt,SQ2502X008R1,HIGH,NOT_FOUND
SQ2502X011\OFFER-SQ2502X011-JOHN COCKERILL-SERVICE.txt,SQ2502X011,HIGH,FOUND
SQ2503B025\PRICED OFFER-SQ2503B025-JSW VIJAYANAGAR-SPARES.txt,SQ2503B025,HIGH,FOUND
SQ2503B027\PRICED OFFER-SQ2503B027-JSW VIJAYANAGAR-COOLER.txt,SQ2503B027,HIGH,FOUND
SQ2503B028\OFFER-SQ2503B028-ORIENT CEMENT-PERISTALTIC PUMP.txt,SQ2503B028,HIGH,FOUND
SQ2503C010\PRICED OFFER-SQ2503C010-CHEMPLAST-AMC FOR AAQMS & CEMS.txt,SQ2503C010,HIGH,NOT_FOUND
SQ2503E079\OFFER-SQ2503E079-RNB CEMENT-SPARES.txt,SQ2503E079,HIGH,FOUND
SQ2503E079\OFFER-SQ2503E079R1-RNB CEMENT-SPARES.txt,SQ2503E079R1,HIGH,NOT_FOUND
SQ2503E080\PRICED OFFER-SQ2503E080-ESL BOKARO-COOLER.txt,SQ2503E080,HIGH,FOUND
SQ2503E081\OFFER-SQ2503E081-GIRIDHAN METALS-PUMP.txt,SQ2503E081,HIGH,FOUND
SQ2503E082\OFFER-SQ2503E082-NMDC-U23.txt,SQ2503E082,HIGH,FOUND
SQ2503E083\PRICED OFFER-SQ2503E083-NMDC-5904068.txt,SQ2503E083,HIGH,FOUND
SQ2503E084\OFFER-SQ2503E084-NSPCL-CYLINDERS.txt,SQ2503E084,HIGH,FOUND
SQ2503E089\PRICED OFFER-SQ2503E089R1-UTCL HIRMI-SPARES.txt,SQ2503E089R1,HIGH,FOUND
SQ2503E090\e-Proc_sub_Front Panel Keypad_Oxymat61_FM.txt,,LOW,FOUND
SQ2503E091\OFFER-SQ2503E091-SAIL BOKARO-6724.txt,SQ2503E091,HIGH,FOUND
SQ2503E092R5\PRICED OFFER-SQ2503E092R5-JSL-CV SPARES.txt,SQ2503E092R5,HIGH,FOUND
SQ2503E095\OFFER-SQ2503E095-IIT GUWAHATI-O2 SENSOR.txt,SQ2503E095,HIGH,NOT_FOUND
SQ2503E096\OFFER-SQ2503E096-VEDANTA LIMITED-SERVICE.txt,SQ2503E096,HIGH,FOUND
SQ2503E097\2073 OFFER- Quotation for Gas Analyser Repair Charges -IPSEN TECHNOLOGIES PVT LTD (1).txt,SQ2503E097,HIGH,FOUND
SQ2503E098\OFFER-SQ2503E098-SAIL IISCO-SPARES.txt,SQ2503E098,HIGH,FOUND
SQ2503E098\OFFER-SQ2503E098R1-SAIL IISCO-SPARES.txt,SQ2503E098R1,HIGH,FOUND
SQ2503E098\OFFER-SQ2503E098R2-SAIL IISCO-CDI-SPARES.txt,SQ2503E098R2,HIGH,FOUND
SQ2503E098\OFFER-SQ2503E098R3-SAIL IISCO-CDI-SPARES.txt,SQ2503E098R3,HIGH,FOUND
SQ2503E099\OFFER-SQ2503E099-UTCL DANKUNI-SPARES.txt,SQ2503E099,HIGH,FOUND
SQ2503E102R1\OFFER-SQ2503E102R1-DB POWER-1000012443.txt,SQ2503E102R1,HIGH,FOUND
SQ2503G005\SQ2503G005 Offer For DUST MONITOR_ RIL VMD.txt,SQ2503G005,HIGH,FOUND
SQ2503H047\OFFER-SQ2503H047-LOTUS WIRELESS-CYLINDER.txt,SQ2503H047,HIGH,FOUND
SQ2503H050\OFFER-SQ2503H050-ZUARI SITAPURAM-SPARES.txt,SQ2503H050,HIGH,FOUND
SQ2503H051\OFFER-SQ2503H051-LYFIUS PHARMA-SHS.txt,SUGGESTED,HIGH,FOUND
SQ2503H052\PRICED OFFER-SQ2503N052-UTCL KOTPUTALI-TUBE ASSEMBLY.txt,SQ2503N052,HIGH,FOUND
SQ2503H053\OFFER-SQ2503H053R2-MY HOME-PUMP.txt,SQ2503H053R2,HIGH,FOUND
SQ2503H054\OFFER-SQ2503H054-UTCL APCW-PRESSURE SWITCH.txt,SQ2503H054,HIGH,FOUND
SQ2503N049\PRICED OFFER-SQ2503N049-UTCL ADITYA-CART FILTER.txt,SQ2503N049,HIGH,FOUND
SQ2503N050\OFFER-SQ2503N050R2-AIR LIQUIDE-SPARES.txt,SQ2503N050R2,HIGH,NOT_FOUND
SQ2503N051\SCREENSHOTS.txt,,LOW,FOUND
SQ2503N052\PRICED OFFER-SQ2503N052-UTCL KOTPUTALI-TUBE ASSEMBLY.txt,SQ2503N052,HIGH,FOUND
SQ2503N053\PRICED OFFER-SQ2503N053-WONDER CEMENT-CERAMIC FILTER.txt,SQ2503N053,HIGH,FOUND
SQ2503N054\OFFER-SQ2503N054-UTCL KOTPUTALI-7145 SPARES.txt,SQ2503N054,HIGH,FOUND
SQ2503N056\PRICED OFFER-SQ2503N056-IOCL PANIPATH-5991213.txt,SQ2503N056,HIGH,FOUND
SQ2503N057\OFFER-SQ2503N057-INDIA GLYCOLS-GC SPARES (1).txt,SQ2503N057,HIGH,FOUND
SQ2503N057\OFFER-SQ2503N057-INDIA GLYCOLS-GC SPARES.txt,SQ2503N057,HIGH,FOUND
SQ2503N058R1\OFFER-SQ2503N058R1-AMBUJA DARLAGHAT-SPARES.txt,SQ2503N058R1,HIGH,FOUND
SQ2503N059\PRICED OFFER-SQ2503N059-UTCL ADITYA-CONDENSATE TRAP.txt,SQ2503N059,HIGH,FOUND
SQ2503N060\OFFER-SQ2503N060-DCM SHRIRAM-ANALYSER SPARES.txt,SQ2503N060,HIGH,FOUND
SQ2503N061\OFFER-SQ2503N061-AIR LIQUIDE-SERVICE.txt,SQ2503N061,HIGH,FOUND
SQ2503N063\PRICED OFFER_SQ2503N063_HMEL-7577_3100000322_AMETEK.txt,SQ2503N063,HIGH,NOT_FOUND
SQ2503N064\OFFER-SQ2503N061 Quotation for Gas Analyser Repair Charges -NUVOCO U23.txt,SQ2503N061,HIGH,FOUND
SQ2503N064\OFFER-SQ2503N061R1-NUVUCO U23 & O61.txt,SQ2503N064R1,HIGH,FOUND
SQ2503N064\OFFER-SQ2503N061R2-NUVUCO U23 & O61.txt,SQ2503N064R2,HIGH,FOUND
SQ2503W023\SQ2503W023 Offer For GC Spares_ RIL JMD.txt,SQ2503W023,HIGH,FOUND
SQ2503W025\SQ2503W025 Offer GC Spares NMD.txt,SQ2503W025,HIGH,NOT_FOUND
SQ2503W026\PRICED OFFER_SQ2503W026_BPCL MUM-AMETEK-1000431474.txt,SQ2503W026,HIGH,FOUND
SQ2503W027\PRICED OFFER-SQ2503W027R1-PARADEEP PHOSPHATES-SPARES.txt,SQ2503W027R1,HIGH,FOUND
SQ2503X014\SQ2503X014_ Gas Analyser Quotation.txt,DETAILS,HIGH,FOUND
SQ2504B030\OFFER-SQ2504B030-JSW VIJAYANAGAR-ANALYSERS.txt,SQ2504B030,HIGH,NOT_FOUND
SQ2504B031\PRICED OFFER-SQ2504B031-JSW BELLARY-3100784657.txt,SQ2504B031,HIGH,FOUND
SQ2504B032\PRICED OFFER-SQ2504B032-JSW VIJAYANAGAR-CYLINDER.txt,SQ2504B032,HIGH,FOUND
SQ2504B033\TECHNICAL OFFER-SQ2504B033R2-JSW VIJAYANAGAR-SHS SPARES.txt,SQ2504B033R2,HIGH,FOUND
SQ2504B039\OFFER-SQ2504B039-MCF-2000255751.txt,SQ2504B039,HIGH,FOUND
SQ2504C014\PRICED OFFER-SQ2504C014-DALMIA ARIYALUR-SOV.txt,SQ2504C014,HIGH,FOUND
SQ2504C016\OFFER-SQ2504C016-IVSOURCING-GC SPARES.txt,SQ2504C016,HIGH,NOT_FOUND
SQ2504E103\OFFER-SQ2504E103-RNB CEMENT-SPARES & BUYBACK ANALYSER.txt,SQ2504E103,HIGH,FOUND
SQ2504E104\PRICED OFFER-SQ2504E104-JSW BPSL-CERAMIC FILTER.txt,SQ2504E104,HIGH,FOUND
SQ2504E106\OFFER-SQ2504E106-RUNGTA MINES-SPARES.txt,SQ2504E106,HIGH,FOUND
SQ2504E107\OFFER-SQ2504E107-TATA STEEL JAJPUR-SPARES.txt,SQ2504E107,HIGH,FOUND
SQ2504E108\OFFER-SQ2504E108-DB POWER-HG ANALYSER SPARES.txt,SQ2504E108,HIGH,FOUND
SQ2504E109\OFFER-SQ2504E109-TSL JSR-O61.txt,SQ2504E109,HIGH,FOUND
SQ2504E110\PRICED OFFER-SQ2504E110-ESL BOKARO-COOLER.txt,SQ2504E110,HIGH,FOUND
SQ2504E113\PRICED OFFER-SQ2504E113-UTCL HIRMI-PNEUMATIC ACTUATOR-RFQ-12913.txt,SQ2504E113,HIGH,FOUND
SQ2504E114\PRICED OFFER-SQ2504E114R2-SAIL DSP-AMC 2 YRS_9000076858.txt,SQ2504E114R2,HIGH,FOUND
SQ2504E114\SQ2504E114R1 AMC-SAIL DSP.txt,SQ2504E114R1,HIGH,FOUND
SQ2504E115\PRICED OFFER-SQ2504E115-JSW BPSL-3100792409.txt,SQ2504E115,HIGH,FOUND
SQ2504E115\SCREENSHOTS.txt,,LOW,FOUND
SQ2504E117\PRICED OFFER-SQ2504E117-JSW BPSL-3100791819.txt,SQ2504E117,HIGH,FOUND
SQ2504E120\OFFER-SQ2504E120-UTCL HIRMI-SHS SPARES.txt,SQ2504E120,HIGH,FOUND
SQ2504E128\PRICED OFFER-SQ2504E128-DALMIA RAJGANGPUR-PUMPS.txt,SQ2504E128,HIGH,FOUND
SQ2504E129\PRICED OFFER-SQ2504E129-UTCL HIRMI-SPARES.txt,SQ2504E129,HIGH,FOUND
SQ2504E131\OFFER-SQ2504E131-DB POWER-SPARES.txt,SQ2504E131,HIGH,FOUND
SQ2504E132\OFFER-SQ2504E132-HILLS CEMENT-O2 SENSOR.txt,SQ2504E132,HIGH,NOT_FOUND
SQ2504E134\PRICED OFFER-SQ2504E134-UTCL HIRMI-SAMPLE PUMP-RFQ-13209.txt,SQ2504E134,HIGH,FOUND
SQ2504E135\OFFER-SQ2504E135R3-SAIL ISP-UNION SPARES.txt,SQ2504E135R3,HIGH,FOUND
SQ2504E135\OFFER-SQ2504E135R4-SAIL ISP-UNION SPARES.txt,SQ2504E135R4,HIGH,FOUND
SQ2504E136\OFFER-SQ2504E136 Quotation for Gas Analyser Repair Charges -RNB Cements.txt,SQ2504E136,HIGH,FOUND
SQ2504E141\3) TECHNICAL OFFER-SQ2504E141R2-SAIL BOKARO-C6E_U23.txt,SQ2504E141R2,HIGH,NOT_FOUND
SQ2504E141\3) TECHNICAL OFFER-SQ2504E141R3-SAIL BOKARO-C6E_U23_5000057407.txt,SQ2504E141R3,HIGH,NOT_FOUND
SQ2504E142\OFFER-SQ2504E142-MOGLI LAB-SPARES.txt,SQ2504E142,HIGH,FOUND
SQ2504E144\OFFER_SQ2504E144R1_TSL JSR_AMC_COB_10_11_NBPP.txt,SQ2504E144R1,HIGH,FOUND
SQ2504E145\PRICED OFFER-SQ2504E145-SAIL IISCO-6152939.txt,SQ2504E145,HIGH,FOUND
SQ2504E146\PRICED OFFER-SQ2504E146-JSPL ANGUL-ANALYSERS.txt,SQ2504E146,HIGH,NOT_FOUND
SQ2504E147\PRICED OFFER-SQ2504E147-DALMIA RAJGANGPUR-SOV.txt,SQ2504E147,HIGH,FOUND
SQ2504G006\SQ2504G006 Offer For DUST MONITOR SPARES_ RIL VMD.txt,SQ2504G006,HIGH,FOUND
SQ2504G010\PRICED OFFER-SQ2504G010R1-GSFCL-(RFQ 71624)-SERVICE AMC.txt,,LOW,FOUND
SQ2504H056\OFFER-SQ2504H056-KALBURGI CEMENT-SOV.txt,SQ2504H056,HIGH,FOUND
SQ2504H057\OFFER-SQ2504H057-RAMCO JAYANTHIPURAM-U23.txt,SQ2504H057,HIGH,FOUND
SQ2504H058\PRICED OFFER-SQ2504H058-ZUARI YERRANGUNTALA-PROBE.txt,SQ2504H058,HIGH,FOUND
SQ2504H060\OFFER-SQ2504H060-ARJAS STEEL-SPARES.txt,SQ2504H060,HIGH,FOUND
SQ2504H061\OFFER-SQ2504H061R2-CHETTINAD CEMENT-U23.txt,SQ2504H061R2,HIGH,FOUND
SQ2504H062\OFFER-SQ2504H062-GENICC ENGINEERING-U23.txt,SQ2504H062,HIGH,FOUND
SQ2504H063\OFFER-SQ2504H063-1-UTCL SEDAM-O61.txt,1,HIGH,FOUND
SQ2504H064\PRICED OFFER-SQ2504H064-UTCL APCW-TUBE.txt,SQ2504H064,HIGH,FOUND
SQ2504H065\OFFER-SQ2504H065-IMERYS-SS FILTER.txt,SQ2504H065,HIGH,FOUND
SQ2504H066\OFFER-SQ2504H066-MAVEN AUTOMATION-SPARES.txt,SQ2504H066,HIGH,FOUND
SQ2504H067\OFFER-SQ2504H067-CHETTINAD CEMENT-FITTINGS.txt,SQ2504H067,HIGH,FOUND
SQ2504N065\OFFER-SQ2504N065-ACC GAGAL-SPARES.txt,SQ2504N065,HIGH,FOUND
SQ2504N066\OFFER-SQ2504N066R2-ACC GAGAL-U23.txt,SQ2504N066R2,HIGH,FOUND
SQ2504N067\OFFER-SQ2504N067-AMBUJA DARLAGHAT-SPARES.txt,SQ2504N067,HIGH,FOUND
SQ2504N069\PRICED OFFER-SQ2504N069-WONDER CEMENT-PROBE.txt,SQ2504N069,HIGH,FOUND
SQ2504N071\OFFER-SQ2504N071-BIRLA CORPORATION-U23.txt,SQ2504N071,HIGH,FOUND
SQ2504N072\PRICED OFFER-SQ2504N072-JK LAKSHMI-SPARES.txt,SQ2504N072,HIGH,FOUND
SQ2504N073\PRICED OFFER-SQ2504N073-UTCL KOTPUTALI-O RING (1).txt,SQ2504N073,HIGH,FOUND
SQ2504N073\PRICED OFFER-SQ2504N073-UTCL KOTPUTALI-O RING.txt,SQ2504N073,HIGH,FOUND
SQ2504N074\OFFER-SQ2504N074-BHEL-CYLINDER REFILLING.txt,SQ2504N074,HIGH,FOUND
SQ2504N075\OFFER-SQ2504N075-NTPC DADRI-SPARES.txt,SQ2504N075,HIGH,FOUND
SQ2504N075\OFFER-SQ2504N075R1-NTPC DADRI-SPARES.txt,SQ2504N075R1,HIGH,FOUND
SQ2504N075\OFFER-SQ2504N075R2-NTPC DADRI-SPARES.txt,SQ2504N075R2,HIGH,FOUND
SQ2504N076\PRICED OFFER-SQ2504N076-UTCL PALI-RELAY 16 DO.txt,SQ2504N076,HIGH,FOUND
SQ2504N077\OFFER-SQ2504N077-UDAIPUR CEMENT-6000122727.txt,SQ2504N077,HIGH,FOUND
SQ2504N078\PRICED OFFER-SQ2504N078-UTCL KOTPUTALI-11357.txt,SQ2504N078,HIGH,FOUND
SQ2504N079\PRICED OFFER-SQ2504N079-UTCL KOTPUTALI-11356.txt,SQ2504N079,HIGH,FOUND
SQ2504N080\OFFER-SQ2504N080-BCW CHANDHERIA-SPARES.txt,SQ2504N080,HIGH,FOUND
SQ2504N081\OFFER-SQ2504N081-BIRLA CORPORATION CHANDHERIA-6000233820.txt,SQ2504N081,HIGH,FOUND
SQ2504N082\PRICED OFFER_ SQ2504N082_HMEL-8684-3100001315_AMETEK.txt,SQ2504N082,HIGH,NOT_FOUND
SQ2504N083\OFFER-SQ2504N083-BIRLA CORPORATION-SOV.txt,SQ2504N083,HIGH,FOUND
SQ2504N084\OFFER-SQ2504N084-SMS-SPARES.txt,SQ2504N084,HIGH,NOT_FOUND
SQ2504N085\PRICED OFFER-SQ2504N085-WONDER CEMENT-PR26001717 (1).txt,SQ2504N085,HIGH,FOUND
SQ2504N085\PRICED OFFER-SQ2504N085-WONDER CEMENT-PR26001717.txt,SQ2504N085,HIGH,FOUND
SQ2504N086\OFFER-SQ2504N086-UTCL ADITYA-PLC UPGRADATION.txt,SQ2504N086,HIGH,NOT_FOUND
SQ2504N086\OFFER-SQ2504N086R1-UTCL ADITYA-PLC UPGRADATION.txt,SQ2504N086R1,HIGH,FOUND
SQ2504N086\OFFER-SQ2504N086R2-UTCL ADITYA-PLC UPGRADATION.txt,SQ2504N086R2,HIGH,FOUND
SQ2504N087\OFFER-SQ2504N087R1-UTCL BIRLA WHITE-PT.txt,SQ2504N087R1,HIGH,NOT_FOUND
SQ2504N088\PRICED OFFER-SQ2504N088-WONDER CEMENT-PR26001718.txt,SQ2504N088,HIGH,FOUND
SQ2504N089\PRICED OFFER-SQ2504N089-UTCL ADITYA-PUSH FITTING.txt,SQ2504N089,HIGH,NOT_FOUND
SQ2504N090\PRICED OFFER-SQ2504N090-UTCL BAGA-PUMP.txt,SQ2504N090,HIGH,FOUND
SQ2504N091\OFFER-SQ2504N091-WONDER CEMENT-ANALYSER-SO2.txt,SQ2504N091,HIGH,FOUND
SQ2504W032\OFFER-SQ2504W032R1-BALAJI MULTIFLEX PVT LTD_SERVICE & AMC.txt,SQ2504W032R1,HIGH,FOUND
SQ2504W033\SQ2504W033 Offer For GC Spares_ RIL JMD.txt,SQ2504W033,HIGH,FOUND
SQ2504W037\PRICED OFFER-SQ2503W027R1-PARADEEP PHOSPHATES-SPARES.txt,SQ2503W027R1,HIGH,FOUND
SQ2504X017\OFFER-SQ2504X017-SIEMENS-SERVICE.txt,SQ2504X017,HIGH,FOUND
SQ2504X020\OFFER-SQ2504X020-SIAM CEMENT-PP.txt,SQ2504X020,HIGH,NOT_FOUND
SQ2505B040\OFFER-SQ2505B040R1-BPCL KOCHI-SPARES.txt,SQ2505B040R1,HIGH,NOT_FOUND
SQ2505B041\PRICED OFFER-SQ2505B041-JSW VIJAYANAGAR-REFILLING CYLINDER.txt,SQ2505B041,HIGH,FOUND
SQ2505B042\OFFER-SQ2505B042-LAURUS BIO-SPARES & SERVICE.txt,SQ2505B042,HIGH,NOT_FOUND
SQ2505B043\OFFER-SQ2505B043-BPCL KOCHI-SPARES.txt,SQ2505B043,HIGH,NOT_FOUND
SQ2505B045\OFFER-SQ2505B045-MCF-LDS 6.txt,SQ2505B045,HIGH,FOUND
SQ2505B045\OFFER-SQ2505B045R1-MCF-LDS 6.txt,SQ2505B045R1,HIGH,FOUND
SQ2505B045\OFFER-SQ2505B045R2-MCF-OPTOMODULE.txt,SQ2505B045R2,HIGH,FOUND
SQ2505E148\OFFER-SQ2505E148-SAIL IISCO BURNUR-SOV.txt,SQ2505E148,HIGH,FOUND
SQ2505E148\OFFER-SQ2505E148R2-SAIL BOKARO-SOV.txt,SQ2505E148R2,HIGH,FOUND
SQ2505E148\OFFER-SQ2505E148R3-SAIL ISP- SHS SPARES.txt,SQ2505E148R3,HIGH,FOUND
SQ2505E148\PRICED OFFER-SQ2505E148R4-SAIL IISCO-1400012955.txt,SQ2505E148R4,HIGH,FOUND
SQ2505E151\DISCOUNT SCREENSHOTS.txt,,LOW,FOUND
SQ2505E153\OFFER-SQ2505E153-BENGAL ENERGY-SAMPLE GAS PUMP.txt,SQ2505E153,HIGH,FOUND
SQ2505E154\DISCOUNT-SCREENSHOTS.txt,,LOW,FOUND
SQ2505E157\SQ2505E157R1_OFFER JINDALSTAINLESS-1400118212_AMC.txt,SQ2505E157R1,HIGH,NOT_FOUND
SQ2505E160\OFFER-SQ2505E160-NUVOCO-U23.txt,SQ2505E160,HIGH,NOT_FOUND
SQ2505E160\PRICED OFFER-SQ2505E160R1-NUVOCO-U23.txt,SQ2505E160R1,HIGH,NOT_FOUND
SQ2505E161\TECHNICAL OFFER-SQ2505E161-TSL GAMHARIA-CERAMIC FILTER.txt,SQ2505E161,HIGH,FOUND
SQ2505E162\PRICED OFFER-SQ2505E162-JSW SHIVA-FAN.txt,SQ2505E162,HIGH,FOUND
SQ2505E170\OFFER-SQ2505E170-TATA NINL-NEOPRENE TUBE.txt,SQ2505E170,HIGH,FOUND
SQ2505E171\OFFER-SQ2505E171-AMBUJA BHATAPARA-COOLER.txt,SQ2505E171,HIGH,FOUND
SQ2505E172\OFFER-SQ2505E172R1-DB POWER-FLOW CEMS-ADZICOR-SPARES.txt,SQ2505E172R1,HIGH,FOUND
SQ2505E174R2\Offer#SQ2505E174R2_TSL_JSR_Sitrans SL Laser Source Replacement_Boiler#8_PH3.txt,Verbal,HIGH,NOT_FOUND
SQ2505E175\OFFER-SQ2505E175-NUVOCO-SPARES.txt,SQ2505E175,HIGH,FOUND
SQ2505E175\OFFER-SQ2505E175R1-NUVOCO-SPARES.txt,SQ2505E175R1,HIGH,FOUND
SQ2505E176\PRICED OFFER-SQ2505E176-JSW SHIVA-SPARES.txt,SQ2505E176,HIGH,FOUND
SQ2505E177\OFFER-SQ2505E177-JSPL-C6.txt,SQ2505E177,HIGH,FOUND
SQ2505E178\OFFER-SQ2505E178-TATA KPO-PROBE ASSEMBLY.txt,SQ2505E178,HIGH,FOUND
SQ2505E179\SQ2505E179_TECHNICAL OFFER.txt,SQ2505E179,HIGH,FOUND
SQ2505E185\SCREENSHOTS.txt,,LOW,FOUND
SQ2505E185\SQ2505E185R2.txt,SQ2505E185R2,HIGH,FOUND
SQ2505E186\PRICED OFFER-SQ2505E186R2-QUOTATION FOR EXPER ENGINEER-1631472924.txt,SQ2505E186R2,HIGH,FOUND
SQ2505G011\SQ2505G011 Offer GC_Display Upgradations_HMD.txt,SQ2505G011,HIGH,FOUND
SQ2505G012\SQ2505G012 Offer for GC Spares_HMD.txt,SQ2505G012,HIGH,FOUND
SQ2505G013\SQ2505G013R1 OFFER- Quotation for Gas Analyser Repair Charges -Welspun U6E .txt,SQ2505G013R1,HIGH,FOUND
SQ2505G014\2407GS032R5 Nayara PPU Spares for Analysers and SHS.txt,2407GS032R5,HIGH,NOT_FOUND
SQ2505G014\SQ2505G014 NAYARA Siemens Ana. Spares.txt,SQ2505G015,HIGH,NOT_FOUND
SQ2505G015\2407GS032R5 Nayara PPU Spares for Analysers and SHS.txt,2407GS032R5,HIGH,NOT_FOUND
SQ2505G015\SQ2505G015 NAYARA PPU GC Spares.txt,SQ2505G015,HIGH,NOT_FOUND
SQ2505G023\QUOTATION FOR SERVICE ENGINEER.txt,SQ2505G023,HIGH,FOUND
SQ2505H068\OFFER-SQ2505H068R1-CHETTINAD CEMENT GUNTUR-SOV.txt,SQ2505H068R1,HIGH,FOUND
SQ2505H069\OFFER-SQ2505H069-CHETTINAD CEMENT-ARC.txt,SQ2505H069,HIGH,FOUND
SQ2505H070\OFFER-SQ2505H070-BHARATHI CEMENT-SPARES.txt,SQ2505H070,HIGH,FOUND
SQ2505H070\OFFER-SQ2505H070R1-BHARATHI CEMENT-SPARES.txt,SQ2505H070R1,HIGH,FOUND
SQ2505H070\OFFER-SQ2505H070R2-BHARATHI CEMENT-SPARES.txt,SQ2505H070R2,HIGH,FOUND
SQ2505H071\OFFER-SQ2505H071-CHETTINAD GUNTUR-SOV.txt,SQ2505H071,HIGH,FOUND
SQ2505H072\OFFER-SQ2505H072-VOLTA IMPEX-O61.txt,SQ2505H072,HIGH,FOUND
SQ2505H073\OFFER-SQ2505H073-MY HOME-O2 SENSOR.txt,SQ2505H073,HIGH,FOUND
